,comment,date,image,is_fake
943,Заказываю в этом прекрасном магазине во второй раз) Заказывал две футболки Off-white и Champion. Все отлично подошло! Доставка-23 дня(это того стоит) Качество Off-white-10/10 Качество Champion- 9/10 (есть маленький косячок) + носки как приятный бонус)) Огромное спасибо Виктору! Желаю удачи этому магазину),30 апр 2018 в 11:56,True,0
944,"Все пришло, качество топ, спасибо Виктору, помог что и как сделать. Другим тоже советую, заказывайте!)&#128527; Качество 10/10&#128536; Доставка 9/10&#129303; Продавец 100/10&#128526;",30 апр 2018 в 12:08,True,0
945,"Заказывал кеды для дочери. Размер подошёл идеально. Качество 9/10,от оригинала не отличишь .Спасибо!!",30 апр 2018 в 18:44,True,0
946,"Заказывал ветровку The North Face x Supreme. Подошла идеально! Доставка быстрая Качество ветровки - 10/10 (На некоторых местах торчат нитки, но это не страшно) Так же в подарок прислали носки) Спасибо Виктору и магазину Berishmot!",30 апр 2018 в 20:29,True,0
947,"Заказывала первый раз! Очень боялась, если честно, но зря) Nike Air max 95 Доставка 22 дня Качество 9/10 Порадовал подарочек-носочки гучи Ещё хотелось бы выразить благодарность менеджеру Виктору. Он терпеливо выслушает все просьбы и пожелания, отвечает на все все все вопросы, помог подобрать размер, который идеально подошел) Доставку отслеживала по трек-коду, что очень удобно)) и нервы успокаивает В общем, осталась очень довольна заказом. Так что, люди, не паранойте. Всё проверено-смело заказывайте ",30 апр 2018 в 21:41,False,0
948,"Кроссовки просто ахуенные шли 16 дней Виктор помог подобрать размер, все подошло)",30 апр 2018 в 22:20,True,0
949,Кроссовки крутые. Пришли в срок.Качество 10/10.,1 мая 2018 в 20:02,True,0
950,"Ребята, заказывайте в этом магазине, качество 10/10 как штанов так и носков. Продавцу респект.",2 мая 2018 в 11:34,True,0
951,"Заказывал insta pump fury , все понравилось , спасибо за носки в подарок",3 мая 2018 в 13:37,True,0
952,"Заказываю в этой группе второй раз Все прекрасно: качество, цена, доставка Шли 16 дней Буду заказывать ещё)",3 мая 2018 в 16:57,True,0
953,"Качество топ, буду заказывать еще ",3 мая 2018 в 20:09,True,0
954,"Здравствуйте, я хотела бы написать вполне развернутый отзыв о группе BERISHMOT Store :). Заказывала я тут первый раз, и конечно сомнения были. Давно я посматривала на одну пару кроссовок, ну и все же решилась. Отдельное спасибо Виктору! Шикарный продавец. Помог по всем вопросам. Качество товара аналогично, т.е. идеальное :). Кроссовочки шли до г. Жуковский, в Московской области, 15 дней. За все это время трек код отслеживался (единственное, была долгая отправка из Китая). В итоге: Продавец: 100/10 Качество кроссовок: 10/10 Почта: 9,5/10. Ох! И ещё носочки, как же я могла забыть). К товару положили парочку носочков в подарок (Виктор предлагает носочки на выбор)",3 мая 2018 в 20:22,True,0
955,"Отличное качество , обрадовали, доставка чуть подвела , но в целом доволен заказом, не отличить от оригинала ! ",3 мая 2018 в 22:53,True,0
956,"Это мой первый опыт покупки в интернет магазине поэтому скажу сразу,магазин хороший,можно доверять.Товар получил,все очень поравилось.Огромное спасибо Виктору,ответил на множество моих вопросов:)",4 мая 2018 в 14:11,True,0
957,Просто нереальный магазин Пришло всё в кратчайшие сроки Очень приятный на общение продавец Качество бомба Спасибо вам ,4 мая 2018 в 16:43,True,0
958,"сегодня забрала на почте своих заек :3 очень долго думала, где покупать, остановилась именно на этом магазине, потому что много отзывов, подписчиков и тд мне обо всем рассказали, все показали, я очень долго выносила мозг по поводу размера обуви, но в итоге все пришло и размер подошёл идеально! носочки в подарок)",4 мая 2018 в 16:50,True,0
959,"Сегодня получил на почте свой худи Champion. Внешним видом и качеством доволен. Отдельное спасибо менеджеру, ответил на все мои вопросы. Общаться было легко и просто. Планирую заказать ещё кроссовки.",4 мая 2018 в 20:27,True,0
960,"Отличная ветровка, доставка быстрая, продавец отзывчивый. Повреждений нету отличный магазинчик. Заказывайте тоннами все афигенно!!!",4 мая 2018 в 21:43,True,0
961,"Отличный шмот,боялся что не подойдёт по размеру но пришло все как надо ,шло конечно долго но сейчас понимаю что ожидание стоило того,спасибо этой группе)",4 мая 2018 в 23:00,True,0
962,"Сегодня получила свой комбезик TOMMY! Качество 10/10, доставка шла 10дней -оценка 10/10! Товар предоставился в точности как на фото в альбоме! Ну и как всем носочки в подарок это понятно. Спасибо! ",5 мая 2018 в 11:28,True,0
963,"Ребята, бомба. Всё сделано на уровне 9/10.То что я не узнал джинсы это или нет, косяк только на мне. Шли 2 недели, почта России удивила. Покупкой доволен на все 100!",5 мая 2018 в 12:15,False,0
964,"Привет, сегодня получил свой свитшот, качество огонь, принт суперский! Буду заказывать ещё!Приятный на ощупь , сшито все ровно!",5 мая 2018 в 12:30,False,0
965,"Добрый день подписчики данного ах*енного паблика. Заказывал уже 2 раз, в первый раз это было худи Bape в этот раз заказывал: 1)Анорак Supreme x TNF Качество на высшем уровне ни одной торчащей нитки, по размеру все хорошо, пришел анорак за 22 дня(долго но все же пришел). 2)Штаны Bape камуфляжные Качество на высшем уровне, нитки были пару штук зажигалкой убрал С размеров все хорошо 3)Футболка Vlone так же все отлично. Для тех кто боится заказывать-не заказывайте и все, это ваше дело ",5 мая 2018 в 14:54,True,0
966,"Качество хорошее , размер подходит, ожидание оправдались. Ждал долго, но того стоило ",5 мая 2018 в 15:27,True,0
967,"Сегодня сходил на почту и забрал свои INIKI BOOST и остался очень доволен,но доставка была чуть дольше чем хотелось( Огромное спасибо Виктору за то что отвечал на все мои вопросы и помог в общем. Заказывал первый раз и очень боялся. В подарок положили классные носки) Всем советую заказывать в этом магазине)",5 мая 2018 в 17:55,True,0
968,"Сегодня забрал свои кроссовки ""Nike Air Huarache Ultra"" Доставка 9/10 Качество 10/10 Всем советую данный магазин! + носочки в подарок",5 мая 2018 в 22:52,True,0
969,"Забрала я свои Vans Old School Пришли достаточно быстро(зная почту России) за 2 недели Качество отличное, очень порадовало Размер подошёл отлично За носочки отдельное спасибо) Обязательно буду заказывать ещё.",7 мая 2018 в 19:36,True,0
971,Заказывал у Виктора.Дошло до Москвы за 20 дней.Думаю Для Российской почты это в самый раз.Качество 10/10.Надеюсь в дальнейшем буду ещё заказывать.И прошу извинения если много раз спрашивал.Спасибо ещё раз и побольше клиентов,8 мая 2018 в 16:37,False,0
972,Кросовки супер кочество тоже спасибо Виктору за помощь!,8 мая 2018 в 20:07,False,0
973,"Всем привет, сегодня получил последнюю вещь из своего заказа, расскажу обо всем по порядку. Обратил внимание в первую очередь на обувь, т.к. у дочки в конце апреля день рождения решил ей заказать Инста пампы, а затем и еще кое что себе. Менеджер магазина очень быстро ответил на все мои вопросы и порекомендовал размеры, я остановился на двух парах обуви, спортивных штанах и Худи. Доставка заказа заняла в итоге менее месяца, по поводу качества обуви хочу сказать отдельное спасибо продавцу, качество на порядок выше всех моих ожиданий… Худи и штаны тоже нормального качества, не хуже наших спортивных магазинов, единственный минус размер штанов, маломерки, обувь и Худи в полном порядке все как оговаривали с менеджером. Покупками доволен, обязательно буду заказывать еще.",8 мая 2018 в 23:37,False,0
974,Заказал сестре)качество вышак)сестренка счастлива),9 мая 2018 в 18:20,True,0
975,Виктору спасибо огромное Заказал и не пожалел Заказывайте не бойтесь ,10 мая 2018 в 11:05,True,0
977,Третий заказ Как всегда прекрасно,10 мая 2018 в 15:44,True,0
978,"Спасибо огромное магазину и Виктору,все разъяснил и объяснил. Посылка пришла в установленные сроки,не считая трек кода. Качество 10/10,клея нет,ниток тоже,очень доволен,2 пары носков в подарок)не бойтесь заказывать.",10 мая 2018 в 16:19,True,0
979,Все пришло. Спасибо Виктору за консультацию и терпение . Качество 8.2 из 10. Буду заказывать ещё,10 мая 2018 в 18:25,False,0
980,"Я хочу написать отзыв о данном магазине, я заказал кроссовки Nike tn+ , качество 10\10, Виктор очень отзывчивый продавец, поможет с заказом. Доставка, конечно, долгая, ну что сказать это Почта России, так что в целом я остался доволен и магазином, и товаром, который заказал, могу сказать, что заказывайте, не бойтесь, отличный магазин!!",10 мая 2018 в 18:29,True,0
981,Большое спасибо! Буду заказывать ещё.,11 мая 2018 в 7:59,True,0
982,"Качество отличное, размер подошел, не зря ждала. Доставка примерно 2 недели",11 мая 2018 в 11:52,True,0
983,"Всем привет, пришла моя куртка сегодня , забрал ее с почты , спасибо Виктору за помощь при заказе . Посылка шла чуть меньше месяца , но это уже не вина продавца ( это почта России бро ) . Смотри видео , сделал отзыв , и да ..думал что куртка будет "" стеклянная"" ну материал не очень приятный коже , на самом деле - все супер , материал мягкий и нитки особо не торчат .Заказывай , всем советую данную группу ",11 мая 2018 в 11:54,False,0
984,Пацаны этот рабочая схема всё пришло и притом оригинальное,11 мая 2018 в 14:12,True,0
985,Пришла долгожданная футболка и носочки спасибо за доставку и терпение ,11 мая 2018 в 18:33,True,0
986,"Отличный сайт, заказывал у Виктора качество 10/10, ехала долго, Почта России постаралась побыстрее но не получилось. Одмен топчик!!",11 мая 2018 в 18:37,True,0
987,"Пришла ветровка, жду ещё свои кроссовочки. Очень переживала за размер,но Виктор подобрал идеально. Качество хорошее, очень удобная, приятная ткань. Носочки в подарок очень радуют. Буду заказывать ещё неоднократно, всем советую заглянуть в этот магазин, спасибо. ",11 мая 2018 в 21:25,True,0
988,Заказывал лонгслив CdG Качество 9/10 Доставка за 2 недели 10/10 Помощь со стороны Виктора 10/10 Буду заказывать ещё,11 мая 2018 в 22:42,True,0
989,"Получил свой заказ. Боялся прогадать с размером, но все подошло идеально. Обувь, на удивление, лёгкая и мягкая. Качество 9/10 Удобство 10/10 Можно смело заказывать дальше",12 мая 2018 в 11:37,True,0
990,Так Заказывала 97 найк Все шикарноооооо Я просто ужасно счастливаааа Спасибооооооо Носочки вообще шик Смело заказывайте ,12 мая 2018 в 18:00,True,0
991,"Все вообще шикарно всем рекомендую, спасибо BERISHMOT)",12 мая 2018 в 21:35,False,0
992,Можно ссылку на товар,12 мая 2018 в 23:42,True,0
993,"Буквально только что пришли вещи, всё топ, шик Качество высшее, доставка 3 недели Кофта приятная на ощупь, обувь очень комфортная, и подошла идеально, в чем я и не сомневался Виктору большое спасибо, разъяснил всё точно и отзывчиво) В целом всем доволен, так как 1 заказ ",13 мая 2018 в 14:34,True,0
994,Клас хочу такую,14 мая 2018 в 16:44,False,0
995,"Качество на высоте,Дошли за 13 дней,Спасибо Виктор)",14 мая 2018 в 19:24,True,0
996,"Вчера забрала на почте, она нереально крутая, качество . Рекомендую! Плюс приятный бонус - носочки!) Заказывала первый раз, буду заказывать ещё!",15 мая 2018 в 8:46,True,0
997,"Заказывал Yeezy Boost 350 V2 Первый раз заказывал и волновался, но зря Кроссы дошли до Н. Новгорода за 12 дней Качество 10/10 Продавец 10/10 Очень доволен и буду заказывать ещё Смело покупайте в Berishmot, не пожалеете ",15 мая 2018 в 13:37,True,0
998,"Написал, оплатил, получил, 20 дней ждал, Почта долго все же работает Спасибо Виктору, помог с размером",15 мая 2018 в 14:21,True,0
999,"Заказывал кроссовки ,менеджер отвечал на все вопросы,доставка была 11 дней(отслеживалась),качество хорошое .",15 мая 2018 в 18:57,True,0
1000,"Заранее хочу поблагодарить Виктора Зорина помог подобрать размер, отвечал на мои многочисленные вопросы Заказывал я yeezy boost 350 v2 zebra от оригинала не отличить качество как у оригиналов , очень удобные технология boost . Только разочаровало одно : почта Казахстана доставляли 22 дня И так подведём итоги Почта 6/10 Продавец 9,5/10 т.к не сразу отвечал Качество 9,5/10 т.к плохо пахнут ( на первое время ) Спасибо что уделили время на мой раскрепощённый отзыв",15 мая 2018 в 19:39,True,0
1001,Все збс Спасибо пришло быро Качество на высоте 1 к 1 Все четко Спасибо еще раз:),15 мая 2018 в 22:04,True,0
1002,"Здравствуйте, заказывал кроссовки, качество отличное 10/10, пришли за 12 дней. Очень доволен. В подарок положили носочки. Буду заказывать ещё.",16 мая 2018 в 20:09,False,0
1003,"Сегодня получила посылку. Заказывала Футболку Kappa, + две пары носков в подарок. (заказывала в первый раз, буду обязательно заказывать ещё ) Качество супер Группа топчег (осталось только топ фоточки в ней сделать )",16 мая 2018 в 21:38,True,0
1004,Спасибо большое за курточку и спортивные штаны Невероятный прилив эмоций во время распаковки Буду обязательно заказывать что-нибудь ещё Посылка шла 3 недели с лишним,17 мая 2018 в 3:44,True,0
1006,"Кроссовки пришли! В подарок прислали ещё носки Размер подошёл) Качество отличное Очень все нравится Один минус,что пахнет не приятно от них А так все идеально",17 мая 2018 в 16:41,True,0
1007,"Качество 10/10 Почта 9,5/10(Только коробку сильно убили) Продавец Over д»х»я 999/10 Всё супер,заказывал в первый раз,и не жалею,буду заказывать ещё,ну и конечно-же носочки в подарок Всем добра и шмота UPD:Нитки не торчат,клея не видно,кроссовки отлично прошиты,немножко попахивают,но это ничего,всем советую заказывать и не бояться,очень удобные :)",18 мая 2018 в 14:01,True,0
1008,"Ну я заказал суприм, в подарок носки , быстро пришло Качественно главное Все окей",18 мая 2018 в 15:55,True,0
1009,"Заказывал 2 раз,все пришло четко, заказывал ветррвку суприм и тнф ,думал будет не такая тонкая ,но поикачеству все четко,размер тоже идельно Виктору спасибо !)",18 мая 2018 в 16:48,False,0
1010,Сколько примерно будет идти посылка в Усть-илимск,18 мая 2018 в 19:36,False,0
1012,"Так как почему то все отзывы какие-то хорошие и нормальные то есть подозрение, что плохие удаляют. Вот посмотрим, удалят или нет. Мне сначала приглянулись кроссовки NIKE huarache белые. Сначала было все без проблем. Подобрали размер и заказал. Спустя несколько дней написал написал Виктору, а он мне сообщает не хорошую вещь, что моего размера не было отправили другой, пришлось выбрать другую модель. Выбрал другую модель где есть мой размер. В итоге пришли они через месяц, хотя доставка 7-19 дней. Так радовался, что они пришли, мог бы и закрыть глаза на такую столь долгую доставку, но качество разочаровало. Заказывать скорее всего не буду больше. Не порадовало",19 мая 2018 в 9:58,False,0
1014,"Все пришло четко как я и хотел, заказывал второй раз, качество снова радует, ниток нету, швы ровные, шло 11 дней Буду заказывать еще;) Не знаю что там других не радует, лично у меня все топ&#128526;&#128077;&#128077;",19 мая 2018 в 12:54,True,0
1015,"Крутое качество , быстрая доставка . Обязательно закажу ещё что-нибудь)))",19 мая 2018 в 18:20,True,0
1016,"Заказывал yeezy boost 350 , заказ шел 18-19 дней, очень приятно было со стороны Виктора,когда он переспрашивал насчёт размера обуви. Насчёт кроссовок,качество класс,нитки не торчат, носки тоже высокого качества",20 мая 2018 в 14:18,True,0
1017,Я обожаю этот магазин ,20 мая 2018 в 17:48,False,0
1018,"Забрал с почты обувь air max 270 и джогеры champion. Все по размеру подошло,качество отличное . Буду ещё заказывать",22 мая 2018 в 17:32,True,0
1019,"Пришла моя любимая парочка. Очень довольна,размер подошёл идеально, удобные, нет дефектов, носки в подарок радуют. Буду заказывать ещё! ",22 мая 2018 в 22:31,True,0
1020,Быстрая доставка и отличное качество ,22 мая 2018 в 22:34,False,0
1021,Спасибо большое..Кроссовки класс.,23 мая 2018 в 8:59,True,0
1022,"Брюки пришли,в подарок дали носки HUF Качество супер,еще и рефлектив) Сидит отлично,размер подошел Буду заказывать еще!",23 мая 2018 в 10:29,True,0
1023,"Пришёл мой Томми и носочки HUF По поводу качества: 10/10 Нитки нигде не торчат Все лого есть Поло соответсвует фотографиям в магазине Отдельное спасибо Виктору за отзывчивость и помощь в подборе размера, подошло идеально Ну и конечно буду ещё заказывать)",23 мая 2018 в 13:44,True,0
1024,"Хз, чё сказать, но качество меня удивило, кароче смотрите обзор))",23 мая 2018 в 17:07,True,0
1025,"привет всем, пишу первый раз, очень боялся заказывать,но консультант Виктор очень помог с выбором размера и несколько раз переспрашивал, доволен как хз кто, качество кроссовок 15/10,доставка заставила понервничать,в подарок пришли носки,спасибо БериШмот, и отдельное спасибо Виктору",23 мая 2018 в 18:45,True,0
1026,Заказывал рюкзак Fallaven Kanken. Как и все тут стремался. если смотерть по версии почты-дошло быстро.за 12 дней. правда где то еще дней 10 заказ чисто весел в воздухе.качество вроде хорошее.все что нужно-есть на месте и соответствует описанию с оф сайта.нитки нигде не торчат.единственное что я думал он будет посветлее-по фотке оч трудно понять(ну как и на всех сайтах по сути) но цвет не плохой и подходит мне по остальной одежде.вообщем впечатление от всего этого хорошее.буду еще тут заказывать. пс:носки не зажали ,23 мая 2018 в 18:52,True,0
1028,Посылка пришла за 16 дней. Качеством доволен. Буду заказывать ещё,24 мая 2018 в 15:41,True,0
1029,Всё пришло качиство отличное большое спасибо ,24 мая 2018 в 20:52,True,0
1030,"Заказал ремень off white +:Качественный ремень и носки в подарок) -:долгая доставка Несмотря на доставку,я рад покупке. Спасибо огромное)",25 мая 2018 в 17:28,True,0
1031,Чётко,26 мая 2018 в 10:09,False,0
1032,"Заказал худи Bape пришло за 16 дней, качестве просто шик, заказываю тут уже 2 раз. Всем советую.",26 мая 2018 в 23:04,True,0
1033,"Заказывала кроссовки Yeezy Boost с этого магазина. Качество просто шикарное, отзывчивая администрация, которая будет терпеть любые расспросы. А еще и носочки в подарок! Очень влюбилась в этот магазин, буду брать здесь одежду и кроссовки чаще). Сами кроссовки пришли очень быстро, за неделю.",27 мая 2018 в 22:35,True,0
1034,Спасибо за штаны ,28 мая 2018 в 9:29,False,0
1035,"Заказывал insta pump, рад без памяти. Все отлично, прям как я и хотел. Заказываю уже 3 раз. Бирки есть на язычке, всё есть, брелок есть. Буду заказывать еще, спасибо Виктору",29 мая 2018 в 10:57,True,0
1036,Пришли за 24 дня Качество 7/10 Продавец 10/10 Почта 9/10 Носки huf в подарок Буду заказывать ещё,29 мая 2018 в 13:04,True,0
1037,H,29 мая 2018 в 14:53,False,0
1038,"Заказал я тут во второй раз товар и знал, что эта группа лучше всех!! Кроссовки клаассныее ",29 мая 2018 в 18:30,True,0
1039,"Племянник в армии попросил заказать пару вещей. Сказал, что многие ребята заказывали на этом сайте, и все остались довольны. Сделала заказ по его просьбе и я) Конечно, немного были сомнения, но, получив посылку, все сомнения улетучились)) Посылка дошла за 9 дней, вместо 12-19 и качество очень даже ничего, думаю, племянник останется довольным Чувствуется, что работа от начала заказа и до получения на совесть! Так держать!",30 мая 2018 в 9:18,False,0
1040,"Добрый день/вечер, заказывал четенькие кроссовки Adidas EQT, к сожалению коробка была мятая (ну почта России что с них взять) качество на высоте, пришли носочки в подарок, если боитесь заказывать, то заказывайте без опаски, все прозрачно. Отдельное спасибо Виктору за ответы на все вопросы)",30 мая 2018 в 17:29,True,0
1041,"Второй раз заказываю в этом магазине, и мне все нравится! Качество одежды отличное, даже придраться не к чему). Приходит быстро. И продавец адекватный и общительный! В этот раз я заказал себе adidas Y-3. Я в восторге от них!!!)))",31 мая 2018 в 12:45,True,0
1042,"Спасибо вам большое,джинцовка огонь,очень понравилась,по размеру подошла, буду заказывать ещё)",31 мая 2018 в 20:55,True,0
1043,"Посылка шла 2 недели. Качество хорошее,за исключением торчащих ниток кое - где. Носочки,как и просил,нужного цвета.Немного огорчило,что несмотря на то,что просил на размер больше,пришёл маловатый свит,а так всё неплохо,спасибо!",1 июн 2018 в 9:00,False,0
1045,"Джинсовка пришла, по размеру подошла, хорошое качество, продавцу большое спасибо, всегда отвечал на сообщения, буду еще заказывать",1 июн 2018 в 13:57,True,0
1046,ВСЕ ПРИШЛО ВСЕ ОТЛИЧНО,1 июн 2018 в 22:24,True,0
1048,"Все дошло за неделю,качество отличное!",2 июн 2018 в 15:53,True,0
1049," https://vk.com/wall443669896_457 Спасибо вам, все прекрасно!",2 июн 2018 в 22:30,False,0
1050,"Заказал кепку tnf ,пришла быстро,сделали чётко без косяков,буду заказывать ещё )",3 июн 2018 в 17:21,False,0
1051,"Благодарю продавца ,Виктора Зорина .Все пришло гораздо позже чем обещали ( произошли маленькие заминки ) ,но товаром я очень доволен .Все отлично ",5 июн 2018 в 21:23,True,0
1052,"Итак, мне все пришло за 14 дней( намного быстрее чем Мне говорили) доставка 10/10 Качество всех товаров и принтов на высоте 10/10 не к чему придраться, нитки не торчат)))) думаю буду заказывать здесь еще, отличный магазин . Так что не бойтесь и смело заказывайте здесь )) Отдельное спасибо, Виткору отвечал на все многочисленные вопросы и помог со всем разобраться и подобрать размер одежды)",6 июн 2018 в 22:38,True,0
1053,Здравствуйте!!! Пришли мои кроссовочки) Спасибо Виктору большое подберёт размер короче чтобы все было точно! Кроссовки 10/100000 кроссовки такие что от ориги не отличишь. Спасибо Виктор),7 июн 2018 в 1:00,True,0
1055,Наконец-то я сделал 2 часть отзыва о BERISHMOT Store. На этот раз я распаковал худи Palace. Всё отлично и без всяких ниток.,7 июн 2018 в 16:48,False,0
1057,Это мой первый опыт работы! Шли 12 дней очень быстро! На все вопросы отвечал Виктор за это эму огромное спасибо!,8 июн 2018 в 21:12,True,0
1058,"Заказывал у Виктора впервые, но не разочаровался. Заказывал экспрессом, пришло за 14 дней, принесли прямо домой) Качество топ, в темноте светятся, как и написано. Доволен как слон! За носочки отдельное спасибо",8 июн 2018 в 23:35,True,0
1059,топ,9 июн 2018 в 16:21,False,0
1061,Товар до Салехарда шел 38 дней (((( Но качество удивило За такую цену советую брать обувь + Носки в подарок Всем доволен )))),10 июн 2018 в 12:08,True,0
1065,Наконец-то пришли мои кроссовки Носочки в подарок положили;) Пришли за 9 дней.Качество на высоте ,12 июн 2018 в 10:39,True,0
1066,Отличный магазин Berishmot store,12 июн 2018 в 11:00,False,0
1067,"Отличное качество, вполне быстрая доставка, огромное спасибо Виктору за терпение и ответы на вопросы :D",12 июн 2018 в 12:37,False,0
1068,"Быстра доставка, отличное качество, спасибо, я доволен,буду заказывать ещё!",12 июн 2018 в 19:48,True,0
1069,Какие носки в подарок получить можно,12 июн 2018 в 22:50,False,0
1072,"Купил себе Yeezy boost 350 v2, все отлично приехало за 7 дней, спасибо большое Виктору Зорину! Всем советую",13 июн 2018 в 20:24,True,0
1073,"Спасибо! Получили свой заказ! Ребенок в восторге! Да и все, кто видел нашу покупку, тоже теперь хотят такую))) Молодцы, ребята, спасибо за то, что дарите радость)))",14 июн 2018 в 0:17,True,0
1074,"Лучший магазин, что я видел. Вот правда с доставкой не много долговато, но не чего страшного!) Качество хорошее. В общем реуомендую)",14 июн 2018 в 10:49,True,0
1075,"Заказывал ветровку пришла за две недели , в хорошем качестве плюс носки в подарок тоже пришли всё классно спасибо Вите",14 июн 2018 в 12:17,True,0
1076,"Неплохая футболка, да и носки, но есть запах, не сказать что долгая доставка, но и не быстрая, в целом, я доволен, спасибо",14 июн 2018 в 15:33,True,0
1077,Спасибо большое за товар очень понравилось и носочки классные думаю у вас куплю что нибудь еще Я доволен на 100%. Пришло за 22 дня. А так же спасибо большое Виктору. ,15 июн 2018 в 10:07,True,0
1079,"Было очень много геморроя с выбором кроссовок, у многих моделей не было моего размера, но Виктор все таки подобрал мне модель, даже когда её ещё даже не было в группе, огромное спасибо ему. Кроссовки вообще пушка ",17 июн 2018 в 20:56,True,0
1080,"Заказывал тапки и футболку от Гуччи...посылка шла 20 дней, качеством доволен..100% не кидалово, смело заказывайте..",18 июн 2018 в 11:43,False,0
1082,"всем приветули хотелось бы написать очень подробный отзыв. Написав Виктору Зорину, спустя 3 минуты он ответил, быстро проинформировал, что выбранные мной товары в наличие) также Виктор очень быстро оформил заказ, предупредив, что через несколько дней вышлет трек номер, так оно и было, через 4 дня он выслал мне трек-код, и опять таки предупредил, что отслеживаться будет с задержкой. С 7го июня товар начал отслеживаться, и 15го июня он уже ждал меня на почте Благодарю Виктора Зорина, он очень чутко подходит к покупателям отвечает на все вопросы, помогает с размерами, уточняет все параметры, и самое приятное не торопит с оплатой, как уже было с другим магазином.... Мой заказ шёл ровно 20 дней, очень довольна качеством, обслуживанием и доставкой по размерам все подошло) посылка пришла очень помятой, но это уже почта РФ ван лав Всем обязательно советую , кто переживает и боится заказывать, дерзайте, все приходит, контакт с Виктором поддерживался и все очень круто Виктор спасибо Вам ещё раз огромное , буду заказывать ещё обслуживание 10/10 качество 10/10 футболки в отличном качестве, ниток никаких нет, все аккуратно упаковано) и также большое спасибо за синие носочки HUF в подарок ",19 июн 2018 в 13:11,True,0
1083,"все по красоте ждал не долго качество , упаковка товара 10/10",19 июн 2018 в 21:15,True,0
1084,"Третий раз заказываю в этом магазине, и мне все нравится! Качество одежды отличное, даже придраться не к чему). Приходит быстро. И продавец адекватный и общительный! В этот раз я заказал себе майку Supreme. Я в восторге от неё!!!)))",20 июн 2018 в 0:57,True,0
1085,"Хорошое обслуживание, качество на высоте, правда немного долго, а так ценой я остался доволен.",20 июн 2018 в 14:47,True,0
1086,Все забрал с почты все супер и качество и размер прям как надо доволен очень за носки тоже спасибо буду ещё заказывать ,21 июн 2018 в 18:56,True,0
1087,"Заказывал толстовку anti social social club Сначала заказал черную но они выслали размер M вместо S ну и я поменял на белую размер s, в подарок пришли 2 пары носков Отдельное спасибо Виктору за то что ответил на все вопросы ",21 июн 2018 в 19:10,True,0
1089,"Пришла за 10 дней, забрал с почты, футболка и носки в отличном состоянии, спасибо Виктору за консультации ",22 июн 2018 в 12:07,False,0
1090,,22 июн 2018 в 12:07,False,0
1091,,22 июн 2018 в 12:07,False,0
1092,"Когда пришли кроссовки, был очень приятно удивлён качеством, отличная модель. Посылка пришла спустя 21 день с момента заказа, но оно того стоило. Спасибо!",23 июн 2018 в 11:28,True,0
1093,"Заказывал футболку,пришла достаточно быстро, качество хорошее, ну и носки как всегда в подарок, спасибо Виктору за качественное обслуживание,все как всегда на высоте)",23 июн 2018 в 14:18,True,0
1095,Скиньте рефлективную куртку суприм &amp; тнф,25 июн 2018 в 16:18,False,0
1096,"Все дошло, качество хорошее, размер подошёл, всем доволен ",25 июн 2018 в 22:15,True,0
1097,"Заказывал худи Tommy Hilfiger. Качество отличное, немного помятое, но это в связи с доставкой. Точно такое же, как в каталог. Не бойтесь заказывать в этом магазине, продавец Вам все подробно объяснит и расскажет, отвечал на каждый мой вопрос с пониманием и вежливостью!) Продавец - 10/10 Доставка - 8/10 Худи - 9/10",26 июн 2018 в 10:56,True,0
1098,"Заказал ветровку The north face x Supreme. Качество отличное, всем рекомендую заказывать здесь, очень хороший магазин. Виктор отвечал на все вопросы, а их было много, пришло примерно за три недели, разумеется пришли носки в подарок. В общем мне всё понравилось, буду заказывать здесь ещё.",26 июн 2018 в 12:45,False,0
